ossabaw,0
bankruptcies,0
undergo,0
amenities,0
parting,0
airport,0
orbit,0
wouldnt,0
treader,0
touted,0
tangent,0
xiv,0
salaam,0
reputation,0.0240839708
broder,0
honored,0.0120594676
highlands,0
reigning,0
turnovers,0
lanting,0
zulu-based,0.3608788262
hensche,0
abducted,0
deceive,0
sewage,0
nocahara,0
keeping,0.0034757893
advancing,0
medill,0
precipitation,0
endangered,0.0238658459
literary,0
harlem,0
tremble,0
fuenteovejuna,0
miscellaneous,0
entrant,0.0778633604
welcoming,0
harley,0
mid-point,0
disappointments,0
focused,0.0006698871
overshadowed,0
spaghetti,0
sputum,0
occasion,0.0989009369
zeit,0
focuses,0.0121528773
insolvency,0
third-quarter,0
non-hispanic,0.6679197991
arimathea,0
contested,0
ghraib,0
bengals,0
uneasily,0
madness,0
fidel,0
doherty,0
first-grade,0
implementing,0
correspondent,0.4673043871
squamous,0
goodbye,0
livestock,0
postman,0
intervals,0
donaldo,0
boller,0
koch,0.6876835871
tortellini,0
bondurant,0
presume,0
wreak,0
physics,0
hashemite,0
underestimate,0
nieces,0
contests,0
icing,0
gaines,0
japan,0.0163096781
microcosm,0
habits,0
jurors,0
perpetrated,0
gained,0
mvpa,0
denied,0
universality,0.0029673538
warning,0
nonproliferation,0
afoot,0
aroma,0
depraved,0
montserrat,0
grassroots,0
goes,0.1336711597
sixteenth,0.0035918381
arriving,0.0779859063
winnipeg,0
ellie,0
grandson,0
huddle,0
feathers,0
utter,0
russia,0.0510379832
oppressive,0
invention,0
crusader,0
concise,0
exists,0
vitale,0
obviating,0
bolt,3.36E-005
titled,0
wait,0.086555514
nonviolent,0
middleweight,0
naturalization,0.0573989081
bold,0
rss,0
enthusiasm,0
null,0
planetarium,0
terrorist,0.0032654187
criminology,0
peddler,0
printing,0.0480175867
terrorism,0.0005225232
opening,0.1612376824
repatriation,0
kristol,0
webcam,0
mcveigh,0
pam,0
pan,0.0046236179
blindness,0
certificates,0
cooling,0
pad,0
pay,0.0078270503
wa-wa,0
roommate,0
narcotics,0
reefs,0
pas,0
usda-ars,0
pat,0.1461334956
paw,0
